br_id,name,state,region,owner,operator,location,longitude,latitude,project,dam_type,reservoir,national_id,watercourse,original_construction,spillway_type,crest_elevation,url
dam_72,Flatiron Afterbay Dam,Colorado,Great Plains,Eastern Colorado Area Office,NA,NA,-105.2233,40.3683,Colorado-Big Thompson,NA,Flatiron,CO01654,Chimney Hollow Creek,1951-1953,NA,5486,https://www.usbr.gov/projects/index.php?id=72
dam_74,Folsom Dam,California,Mid-Pacific,Central California Area Office,NA,NA,-121.1528,38.7083,CVP-Auburn-Folsom,NA,NA,CA10148,American River,1948-1956,NA,480.5,https://www.usbr.gov/projects/index.php?id=74
dam_288,Fontenelle Dam,Wyoming,Upper Colorado,Provo Area Office,NA,NA,-110.0606,42.0283,Seedskadee,NA,Fontenelle,WY01389,Green River,1961-1964,NA,6519,https://www.usbr.gov/projects/index.php?id=288
dam_289,Fort Cobb Dam,Oklahoma,Great Plains,Oklahoma-Texas Area Office,Fort Cobb Reservoir Master Conservancy District,NA,-98.45,35.1667,Washita Basin,NA,Fort Cobb,OK02502,Cobb Creek,1958-1959,NA,1380,https://www.usbr.gov/projects/index.php?id=289
dam_117,Fort Shaw Diversion Dam and Canal,Montana,Great Plains,Montana Area Office,NA,"On the Sun River, 12 miles upstream of Fort Shaw, Montana, 40 miles downstream from Sun River Diversion Dam.",-111.7661,47.5309,Sun River,Rockfill overflow section,NA,NA,Sun River,1908,NA,NA,https://www.usbr.gov/projects/index.php?id=117
dam_121,Foss Dam,Oklahoma,Great Plains,Oklahoma-Texas Area Office,Foss Reservoir Master Conservancy District,NA,-99.1833,35.55,Washita basin,NA,Foss,OK02503,Washita River,1958-1961,NA,1697,https://www.usbr.gov/projects/index.php?id=121
dam_127,French Canyon Dam,Washington,Pacific Northwest,Columbia-Cascades Area Office,Yakima-Tieton Irrigation District,NA,-120.7922959,46.7114132,Yakima,Zoned Earthfill,French Canyon,WA82901,Cowiche Creek,1983-1985,Ungated,2170,https://www.usbr.gov/projects/index.php?id=127
dam_128,Fresno Dam,Montana,Great Plains,Montana Area Office,NA,"Fourteen miles west of Havre, Montana",-109.9456,48.6019,Milk River,Homogeneous earthfill,Fresno,NA,Milk River,1937-1939,Uncontrolled Crest,2,https://www.usbr.gov/projects/index.php?id=128
dam_133,Friant Dam,California,Mid-Pacific,South-Central California Area Office,NA,NA,NA,NA,CVP-Friant,NA,Millerton Lake,CA10154,San Joaquin River,1939-1942,NA,581.25,https://www.usbr.gov/projects/index.php?id=133
dam_138,Fruitgrowers Dam,Colorado,Upper Colorado,Western Colorado Area Office -Grand Junction,Orchard City Irrigation District,NA,-107.9545783996582,38.826669923445486,Fruitgrowers,NA,Fruitgrowers,CO01683,Alfalfa Run,1938-1939,NA,5493,https://www.usbr.gov/projects/index.php?id=138
dam_296,Fryingpan Diversion Dam,Colorado,Great Plains,NA,NA,"9 mi S of Norrie, CO",-106.3146,39.14447,Fryingpan-Arkansas,NA,NA,NA,Fryingpan River,1965-1971,NA,9961.9,https://www.usbr.gov/projects/index.php?id=296
dam_139,Funks Dam,California,Mid-Pacific,Northern California Area Office,Tehama-Colusa Canal Authority,NA,NA,NA,CVP-Sacramento Canals,NA,Funks Reservoir,CA10245,Funks Creek,19-1976,NA,NA,https://www.usbr.gov/projects/index.php?id=139
dam_283,Garnet Diversion Dam,Colorado,Upper Colorado,NA,NA,"15 mi NW of Montrose, CO",NA,NA,Uncompahgre,NA,1914,NA,Uncompahgre River,NA,NA,5170,https://www.usbr.gov/projects/index.php?id=283
dam_73,Gerber Dam,Oregon,Mid-Pacific,NA,NA,33 SE of Klamath Falls OR,-121.1283,42.2017,Klamath,NA,Gerber,OR00584,Miller Crek,1924-1925,NA,4841.9,https://www.usbr.gov/projects/index.php?id=73
dam_284,Gibson Dam,Montana,Great Plains,Montana Area Office,Greenfields Irrigation District,"On the North Fork of Sun River about 24 miles northwest of Augusta, Montana.",-112.7614,47.6013,Sun River,Concrete arch,Gibson,MT00571,North Fork of Sun River,1926-1929,"Drop-inlet, discharging into shaft and tunnel in left abutment, controlled by 6 34- by 12 - ft radio gates.",4,https://www.usbr.gov/projects/index.php?id=284
dam_16,Glen Anne Dam,California,Mid-Pacific,South-Central California Area Office,Goleta Water District,10 mi NW of Santa Barbara,-119.9125,34.4708,Cachuma,NA,Glen Anne,CA10156,WE of Glen Anne Canyon,1950-1953,NA,402,https://www.usbr.gov/projects/index.php?id=16
dam_144,Glen Canyon Dam,Arizona,Upper Colorado,Power Office,Glen Canyon Dam Field Division,NA,-111.4837646484375,36.93754412114758,Colorado River Storage,NA,Lake Powell,AZ10307,Colorado River Storage,1956-1966,NA,3715,https://www.usbr.gov/projects/index.php?id=144
dam_149,Glen Elder Dam,Kansas,Great Plains,Nebraska-Kansas Area Office,NA,NA,-98.3133,39.4967,PSMBP - Glen Elder,NA,Waconda Lake,KS00021,Solomon River,1963-1969,NA,1500,https://www.usbr.gov/projects/index.php?id=149
dam_290,Glendo Dam,Wyoming,Great Plains,Wyoming Area Office,NA,NA,-104.9833,42.4833,PSMBP-Glendo Unit,NA,Glendo,WY01291,North Platte River,1955-1958,NA,4675,https://www.usbr.gov/projects/index.php?id=290
dam_291,Granby Dam,Colorado,Great Plains,Eastern Colorado Area Office,Northern Colorado Water Conservancy District,NA,-105.8633,40.165,Colorado-Big Thompson,NA,Lake Granby,CO01656,Colorado River,1941-1950,NA,8290,https://www.usbr.gov/projects/index.php?id=291
dam_155,Grand Coulee Dam,Washington,Pacific Northwest,Grand Coulee Power Office,Grand Coulee Power Office,NA,-118.9833,47.955,Columbia Basin,Concrete Gravity,Franklin D. Roosevelt Lake,WA00262,Columbia River,1933-1941,Drum gates,1311.1,https://www.usbr.gov/projects/index.php?id=155
dam_161,Granite Creek Diversion Dam,Colorado,Great Plains,NA,NA,NA,-106.33482,39.15397,Fryingpan-Arkansas,NA,NA,NA,NA,NA,NA,NA,https://www.usbr.gov/projects/index.php?id=161
dam_165,Granite Reef Diversion Dam,Arizona,Lower Colorado,Phoenix Area Office,Area Office Manager,"22 miles east of Phoenix, Arizona",-111.69228,33.513233,Salt River,Concrete ogee weir,NA,AZ10316,Salt River,1906-1908,NA,1310,https://www.usbr.gov/projects/index.php?id=165
dam_166,Grassy Lake Dam,Wyoming,Pacific Northwest,Upper Snake Field Office,Fremont-Madison Irrigation District,NA,-110.8183,44.13,Minidoka,Zoned Earthfill,Grassy Creek,WY01384,Grassy Creek,1937-1939,Ungated bathtub,7218,https://www.usbr.gov/projects/index.php?id=166
dam_292,Gray Reef Dam,Wyoming,Great Plains,Wyoming Area Office,NA,NA,-106.7017,42.56529,PSMBP-Glendo Unit,NA,Gray Reef,WY01292,North Platte River,1959-1961,NA,5338,https://www.usbr.gov/projects/index.php?id=292
dam_174,Green Mountain Dam,Colorado,Great Plains,Eastern Colorado Area Office,NA,NA,-106.33,39.8783,Colorado-Big Thompson,NA,Green Mountain,CO01658,Blue River,1938-1943,NA,7960,https://www.usbr.gov/projects/index.php?id=174
dam_175,Guernsey Dam,Wyoming,Great Plains,Wyoming Area Office,NA,NA,-104.7631,42.2903,North Platte,NA,Guernsey,WY01293,North Platte River,1925-1927,NA,4430,https://www.usbr.gov/projects/index.php?id=175
dam_179,Halfmoon Diversion Dam,Colorado,Great Plains,NA,NA,"9 mi SW of Leadville, CO",-106.38352,39.18573,Fryingpan-Arkansas,NA,NA,NA,Halfmoon Creek,1977,NA,9715.5,https://www.usbr.gov/projects/index.php?id=179
dam_182,Hanover Diversion Dam,Wyoming,Great Plains,Big Horn Basin Field Office,NA,NA,-108.00087,43.95874,PSMBP-Hanover-Bluff,NA,NA,NA,Bighorn river,1910,NA,4190.75,https://www.usbr.gov/projects/index.php?id=182
dam_183,Haystack Dam,Oregon,Pacific Northwest,Columbia-Cascades Area Office,North Unit Irrigation District,NA,-121.15525,44.4991378,Deschutes,Zoned Earthfill,Haystack,OR00287,Off stream - unnamed internittent creek,1956-1957,NA,2853,https://www.usbr.gov/projects/index.php?id=183
dam_112,Heart Butte Dam,North Dakota,Great Plains,Dakotas Area Office,NA,NA,-101.8167,46.5967,PSMBP-Heart Butte,NA,NA,NA,Heart River,1948-1949,NA,2124,https://www.usbr.gov/projects/index.php?id=112
dam_113,Helena Valley Dam,Montana,Great Plains,Montana Area Office,Helena Valley Irrigation District,"Approximately 8 miles northeast of Helena, Montana  and 3.5 miles west of Canyon Ferry Dam.",-111.883233,46.64182,"Helena Valley Unit, Pick-Sloan Missouri Basin Program",Zoned earthfill,Helena Valley,MT00743,Tenmile Creek Tributary,1957-1958,NA,3,https://www.usbr.gov/projects/index.php?id=113
dam_118,Heron Dam,New Mexico,Upper Colorado,Albuquerque Area Office,NA,NA,-106.70548439025879,36.66573390859443,San Juan-Chama,NA,Heron,NM00121,Willow Creek,1967-1971,NA,7199,https://www.usbr.gov/projects/index.php?id=118
dam_122,Hoover Dam,Nevada and Arizona,Lower Colorado,Lower Colorado Dams Office,Lower Colorado Dams Office,"35 miles southeast of Las Vegas, Nevada",-114.7372,36.0163,Boulder Canyon,Concrete thick arch,Lake Mead,NV10122,Colorado River,1931-1936,"Concrete lined, side channel, gate controlled overflow weir",1232,https://www.usbr.gov/projects/index.php?id=122
dam_123,Horse Creek Diversion Dam,Wyoming,Great Plains,North Platte Projects Field Office,NA,"12 Miles SE of Torrington, WY",-104.060008,41.98356,North Platte,NA,NA,NA,Horse Creek,1923,NA,4122,https://www.usbr.gov/projects/index.php?id=123
dam_129,Horse Mesa Dam,Arizona,Lower Colorado,Phoenix Area Office,Area Office Manager,"On the Salt River, 65 miles northeast of Phoenix",-111.3438,33.5908,Salt River,Concrete thin arch,Apache Lake,AZ10311,Salt River,1924-1927,Concrete overall structures,1915,https://www.usbr.gov/projects/index.php?id=129
dam_134,Horseshoe Dam,Arizona,Lower Colorado,Phoenix Area Office,Area Office Manager,"58 miles northeast of Phoenix, AZ",-111.708939,33.9834,Salt River,Zoned Rockfill Embankment,Horseshoe,AZ10310,Verde River,1944-1946,Gate concrete ogee crest,2052,https://www.usbr.gov/projects/index.php?id=134
dam_119,Horsetooth Dam,Colorado,Great Plains,Eastern Colorado Area Office,Northern Colorado Water Conservancy District,NA,-105.1683,40.6,Colorado-Big Thompson,NA,Horsetooth,CO01659,Offstream Storage,1946-1949,NA,5443,https://www.usbr.gov/projects/index.php?id=119
dam_124,Howard Prairie Dam,Oregon,Pacific Northwest,Columbia-Cascades Area Office,Talent Irrigation District,NA,-122.377,42.2168,Rogue River Basin,Zoned Earthfill,Howard Prairie Lake,OR00580,Jenny Creek,1957-1958,Ungated overflow,4539,https://www.usbr.gov/projects/index.php?id=124
dam_17,Hubbard Dam,Idaho,Pacific Northwest,Boise Project Board of Control,NA,12 SW of Boise,-116.3594,43.5123,Boise,NA,Hubbard,ID00376,Offstream Storage,1902,NA,2780,https://www.usbr.gov/projects/index.php?id=17
dam_255,Hungry Horse Dam,Montana,Pacific Northwest,Grand Coulee Power Office,Grand Coulee Power Office,"9 miles SE of Columbia Falls, Montana",-114.013023376,48.3413,Hungry Horse,Concrete Thick Arch,Hungry Horse,MT00565,South Fork of Flathead River,1948-1953,Gated Morning Glory,3548,https://www.usbr.gov/projects/index.php?id=255
dam_293,Hunter Creek Diversion Dam,Colorado,Great Plains,NA,NA,7.5 mi E of Aspen CO,-106.4046,39.1226,Fryingpan-Arkansas,NA,NA,NA,Hunter Creek,1976,NA,10179,https://www.usbr.gov/projects/index.php?id=293
dam_140,Huntington North Dam,Utah,Upper Colorado,Provo Area Office,Emery Water Conservancy District,NA,-110.94749450683594,39.34173234304089,Emery County,NA,Huntington North,UT10122,Huntington Creek,1964-1966,NA,5845,https://www.usbr.gov/projects/index.php?id=140
dam_141,Hyatt Dam,Oregon,Pacific Northwest,Columbia-Cascades Area Office,Talent Irrigation District,NA,-122.46829,42.171737,Rogue River Basin,Earth and Rockfill,Hyatt Dam,OR10013,Keene Creek,1922-1923,Ungated overflow,5025,https://www.usbr.gov/projects/index.php?id=141
dam_145,Hyrum Dam,Utah,Upper Colorado,Provo Area Office,Hyrum-South Cache Water Users Association,NA,-111.8717086315155,41.626630764865375,Hyrum,NA,Hyrum,UT10123,Little Bear Water,1934-1935,NA,4680,https://www.usbr.gov/projects/index.php?id=145
dam_150,Imperial Diversion Dam,California and Arizona,Lower Colorado,Yuma Area Office,Imperial Irrigation District,"On the Colorado River, 18 miles northeast of Yuma, Arizona",-114.4669,32.8831,Boulder Canyon,"Concrete slab and buttress, ogee weir",NA,CA10159,Colorado River,1936-1938,Overflow ogee weir,196.25,https://www.usbr.gov/projects/index.php?id=150
dam_151,Island Park Dam,Idaho,Pacific Northwest,Upper Snake Field Office,Fremont-Madison Irrigation District,NA,-111.396324,44.4188389,Minidoka,Zoned Earthfill,Island Park,ID00272,Henrys Fork,1937-1939,Bathtub spillway with a 1 ft inflatable bladder on top,6312,https://www.usbr.gov/projects/index.php?id=151
dam_130,Isleta Diversion Dam,New Mexico,Upper Colorado,Middle Rio Grande Conservancy District,Middle Rio Grande Conservancy District,NA,NA,NA,Middle Rio Grande,concrete gate structure,NA,NA,Rio Grande,1934 and rehabilitated in 1955,NA,4886.6,https://www.usbr.gov/projects/index.php?id=130
dam_131,Ivanhoe Diversion Dam,Colorado,Great Plains,NA,NA,"7 mi E of Norrie, CO",-106.33309,39.17139,Fryingpan-Arkansas,NA,NA,NA,Ivanhoe Creek,1973-1976,NA,10015.25,https://www.usbr.gov/projects/index.php?id=131
dam_156,Jackson Gulch Dam,Colorado,Upper Colorado,Western Colorado Area Office - Durango,Mancos Water Conservancy District,NA,-108.2740831375122,37.39845994620459,Mancos,NA,Jackson Gulch,CO01685,Offstream,1942-1949,NA,7831,https://www.usbr.gov/projects/index.php?id=156
dam_162,Jackson Lake Dam,Wyoming,Pacific Northwest,Upper Snake Field Office,Upper Snake Field Office,NA,-110.5899305,43.8574396,Minidoka,Concrete gravity / zoned embankment,Jackson Lake,WY01385,Snake River,1912,gated,6774.5,https://www.usbr.gov/projects/index.php?id=162
dam_157,James Diversion Dam,South Dakota,Great Plains,Dakotas Area Office,NA,NA,-98.23891,44.59737,PSMBP-James Diversion Dam,NA,NA,SD01143,James River,1963-1964,NA,NA,https://www.usbr.gov/projects/index.php?id=157
dam_167,Jamestown Dam,North Dakota,Great Plains,Dakotas Area Office,NA,NA,-98.71,46.9333,PSMBP-Jamestown,NA,Jamestown,ND00151,James River,1952-1954,NA,1471,https://www.usbr.gov/projects/index.php?id=167
dam_168,Joes Valley Dam,Utah,Upper Colorado,Provo Area Office,Emery Water Conservancy District,NA,-111.26935958862305,39.288475613983,Emery County,NA,Joes Valley,UT10124,Seely Creek,1963-1966,NA,7004,https://www.usbr.gov/projects/index.php?id=168
dam_171,John Franchi Diversion Dam,California,Mid-Pacific,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.usbr.gov/projects/index.php?id=171
dam_176,Jordanelle Dam,Utah,Upper Colorado,Provo Area Office,Central Utah Water Conservancy District,NA,-111.52813911437988,40.407287489365885,CUP - Bonneville Unit,NA,Jordanelle,UT82912,Provo,1987-1992,NA,6185,https://www.usbr.gov/projects/index.php?id=176
dam_135,Kachess Dam,Washington,Pacific Northwest,Columbia-Cascades Area Office,NA,NA,-121.20254,47.2646,Yakima,Zoned Earthfill,Kachess Lake,WA00260,Kachess River,1910-1912,Radial Gate,2268,https://www.usbr.gov/projects/index.php?id=135
dam_294,Keechelus Dam,Washington,Pacific Northwest,Columbia-Cascades Area Office,NA,NA,-121.34056,47.32212,Yakima,Zoned Earthfill,Keechelus Lake,WA00265,Yakima River,1913-1917,Ungated,2525,https://www.usbr.gov/projects/index.php?id=294
dam_295,Keene Creek Dam,Oregon,Pacific Northwest,Columbia-Cascades Area Office,Talent Irrigation District,NA,-122.478911,42.129277,Rogue River Basin,Zoned Earthfill,Keene Creek,NA,Keene Creek,1957-1959,Ungated,4412.5,https://www.usbr.gov/projects/index.php?id=295
dam_184,Kent Diversion Dam,Nebraska,Great Plains,NA,NA,NA,-99.2678,41.76136,PSMBP-North Loup,NA,NA,NA,North Loup,1076,NA,2213,https://www.usbr.gov/projects/index.php?id=184
dam_185,Keswick Dam,California,Mid-Pacific,Northern California Area Office,NA,NA,-122.4528,40.615,CVP-Shasta/Trinity,NA,Keswick,CA10160,Sacramento river,1941-1950,NA,595.5,https://www.usbr.gov/projects/index.php?id=185
dam_107,Keyhole Dam,Wyoming,Great Plains,Dakotas Area Office,NA,NA,-104.7792,44.3819,PSMBP-Keyhole,NA,Keyhole,NA,Offstream,1950-1952,NA,4134,https://www.usbr.gov/projects/index.php?id=107
dam_108,Kirwin Dam,Kansas,Great Plains,Nebraska-Kansas Area Office,Kirwin Irrigation District No 1,NA,-99.1222,39.65,PSMBP-Kirwin,NA,Kirwin,KS00022,NF Solomon Rivr,1952-1955,NA,1779,https://www.usbr.gov/projects/index.php?id=108
dam_114,Kortes Dam,Wyoming,Great Plains,Wyoming Area Office,NA,NA,-106.881002,42.17392,PSMBP-Kortes,NA,Kortes,WY01294,North Platte River,1946-1951,NA,6169,https://www.usbr.gov/projects/index.php?id=114
dam_297,Laguna Diversion Dam,Arizona and California,Lower Colorado,Yuma Area Office,Imperial Irrigation District,"On the Colorado River, 13 miles northeast of Yuma, Arizona",-114.4972,32.8233,Yuma,"Rockfill weir, concrete surfaced",NA,AZ10315,Colorado River,1905,NA,151,https://www.usbr.gov/projects/index.php?id=297
dam_142,Lahontan Dam,Nevada,Mid-Pacific,Lahontan Basin Area Office,Truckee-Carson Irrigation District,NA,NA,NA,Newlands,NA,Lahontan,NV10123,Carson River,1911-1915,NA,4174,https://www.usbr.gov/projects/index.php?id=142
dam_146,Lake Alice No 1 Dam,Nebraska,Great Plains,Pathfinder Irrigation District,NA,NA,-103.6286,41.9728,North Platte,NA,Lake Alice,NE01071,Interstate Canal,1910-1912,NA,4192,https://www.usbr.gov/projects/index.php?id=146
dam_298,Lake Alice No 1and 1 Half Dam,Nebraska,Great Plains,Pathfinder Irrigation District,NA,NA,-103.597,41.9828,North Platte,NA,Lake Alice,NE01072,Interstate Canal,1910-1911,NA,4192,https://www.usbr.gov/projects/index.php?id=298
dam_152,Lake Alice No 2 Dam,Nebraska,Great Plains,Pathfinder Irrigation District,NA,NA,-103.57258,41.9623003,North Platte,NA,Little Lake Alice,NE82903,Lake Alice Feeder Canal,1908-1909,NA,4139.5,https://www.usbr.gov/projects/index.php?id=152
dam_158,Lake Sherburne Dam,Montana,Great Plains,Montana Area Office,NA,"On Swiftcurrent Creek in Glacier National Park, about 6 miles west of Babb, Montana.",-113.5213,48.8285,Milk River,Homogeneous earthfill,Lake Sherburne,MT00572,Swiftcurrent Creek,1914-1921,Overflow crest (Morning-Glory type),4,https://www.usbr.gov/projects/index.php?id=158
dam_159,Lake Tahoe Dam,California,Mid-Pacific,Lahontan Basin Area Office,Bureau of Reclamation,NA,NA,NA,Newlands,NA,Lake Tahoe,CA10162,Truckee River,1909-1913,NA,6233.2,https://www.usbr.gov/projects/index.php?id=159
dam_18,Lauro Dam,California,Mid-Pacific,South-Central California Area Office,Cachuma Operations and Maintenance Board,Near town of Carpinteria,-119.7264,34.4542,Cachuma,NA,Lauro,CA10164,Diablo Creek,1951-1952,NA,567,https://www.usbr.gov/projects/index.php?id=18
dam_163,Lemon Dam,Colorado,Upper Colorado,Western Colorado Area Office- Durango,Florida Water Conservancy District,NA,-107.66070485115051,37.38170975228258,Florida,NA,Lemon,CO01688,Florida River,1961-1963,NA,8167,https://www.usbr.gov/projects/index.php?id=163
dam_169,Lewiston Dam,California,Mid-Pacific,Northern California Area Office,NA,NA,NA,NA,CVP-Shasta/Trinity,NA,Lewiston Lake,CA10165,Trinity River,1960-1963,NA,1910,https://www.usbr.gov/projects/index.php?id=169
dam_170,Lily Pad Diversion Inlet Dam,Colorado,Great Plains,NA,NA,"9.5 mi SE of Norrie, CO",-106.32115,39.15299,Fryingpan-Arkansas,NA,NA,NA,Ivanhoe Cr (Nast Tunnel),1970-1973,NA,10207,https://www.usbr.gov/projects/index.php?id=170
dam_172,Link River Diversion Dam,Oregon,Mid-Pacific,Pacific Power and Light Company (PacificCorp),NA,"Just west of Klamath Falls, OR",-121.7933,42.2233,Klamath,NA,Upper Klamath Lake,OR00557,Link River,1920-1921,NA,4145,https://www.usbr.gov/projects/index.php?id=172
dam_278,Little Hell Creek Diversion Dam,Colorado,Great Plains,Eastern Colorado Area Office,NA,NA,-105.32461,40.3636,Colorado-Big thompson,NA,NA,CO82913,Little Hell Creek,1952,NA,6640,https://www.usbr.gov/projects/index.php?id=278
dam_279,Little Panoche Detention Dam,California,Mid-Pacific,South-Central California Area Office,California Department of Water Resources,NA,NA,NA,Central Valley,NA,Little Panoche,CA10166,Little Panoche Creek,1965-1966,NA,676,https://www.usbr.gov/projects/index.php?id=279
dam_180,Little Wood River Dam,Idaho,Pacific Northwest,Upper Snake Field Office,Little Wood River Irrigation District,11 mi NW of Carey,-114.0292001,43.4249051,Little Wood River,Zoned Earthfill,Little Wood River,ID00041,Little Wood River,1936-1939,ungated,5249,https://www.usbr.gov/projects/index.php?id=180
dam_280,Los Banos Creek Detention Dam,California,Mid-Pacific,South-Central California Area Office,California Department of Water Resources,NA,-120.0317,36.99,Central Valley,NA,Los Banos,CA10167,Los Banos Creek,1964-1965,NA,384,https://www.usbr.gov/projects/index.php?id=280
dam_109,Lost Creek Dam,Utah,Upper Colorado,Provo Area Office,Weber Basin Water Conservancy District,NA,-111.39918923377991,41.184169080205045,Weber Basin,NA,Lost Creek,UT10125,Lost Creek,1963-1966,NA,6022,https://www.usbr.gov/projects/index.php?id=109
dam_115,Lost River Diversion Dam,Oregon,Mid-Pacific,NA,NA,"4 mi below Olene, OR",NA,NA,Klamath,NA,NA,OR00586,Lost River,1912,NA,4094.5,https://www.usbr.gov/projects/index.php?id=115
dam_116,Lovewell Dam,Kansas,Great Plains,Nebraska-Kansas Area Office,NA,NA,-98.0283,39.885,PSMBP-Bostwick,NA,Lovewell,KS00023,White Rock Creek,1955-1957,NA,1616,https://www.usbr.gov/projects/index.php?id=116
dam_120,Lower Yellowstone Diversion Dam,Montana,Great Plains,Montana Area Office,Lower Yellowstone Irrigation District No. 1,"18 miles north of Glendive, Montana",-104.5294,47.2801,Lower Yellowstone,"Diversion: rock filled timber-crib weir, embankment wing",None,NA,Yellowstone,1910,Ogee,1,https://www.usbr.gov/projects/index.php?id=120
dam_125,Malone Diversion Dam,Oregon,Mid-Pacific,NA,NA,11 mi d/s of Clear Lake Dam,NA,NA,Klamath,NA,NA,OR00587,Lost River,1923,NA,NA,https://www.usbr.gov/projects/index.php?id=125
dam_126,Mann Creek Dam,Idaho,Pacific Northwest,Snake River Area Office,Mann Creek Irrigation District,NA,-116.895389,44.392349,Mann Creek,Zoned Earthfill,Mann Creek,ID00285,Mann Creek,1965-1967,Morning Glory,2903,https://www.usbr.gov/projects/index.php?id=126
dam_132,Marble Bluff Dam,Nevada,Mid-Pacific,Lahontan Basin Area Office,U.S. Fish and Wildlife Service,NA,NA,NA,Washoe,NA,NA,NV20006,Truckee R.,1975,NA,3866,https://www.usbr.gov/projects/index.php?id=132
dam_136,Martinez Dam,California,Mid-Pacific,South-Central California Area Office,NA,NA,-122.11,38.0117,CVP-Delta,NA,Martinez,CA10168,Offstream storage,1946-1947,NA,72,https://www.usbr.gov/projects/index.php?id=136
dam_137,Marys Lake Dike Dam,Colorado,Great Plains,Eastern Colorado Area Office,NA,NA,-105.53351,40.34397,Colorado-Big Thompson,NA,Marys Lake,CO01660,Offstream,19xx-1949,NA,8050,https://www.usbr.gov/projects/index.php?id=137
dam_143,Mason Dam,Oregon,Pacific Northwest,Snake River Area Office,Baker Valley Irrigation District,17 miles from Baker,-118.00003,44.67335287,Baker,Rolled Earth and Rockfill,Phillips Lake,OR00577,Powder River,1965-1968,Ungated overflow chute at left abutment,4082,https://www.usbr.gov/projects/index.php?id=143
dam_147,McGee Creek Dam,Oklahoma,Great Plains,Oklahoma-Texas Area Office,McGee Creek Authority,"Near Farris, OK",-95.9151,34.3331,McGee Creek,NA,McGee Creek,OK82908,McGee Creek,1981-1987,154.1,613.5,https://www.usbr.gov/projects/index.php?id=147
dam_148,McKay Dam,Oregon,Pacific Northwest,Columbia-Cascades Area Office,NA,6 mi S of Pendleton,-118.7957668,45.605406,Umatilla Basin,Earthfill with u/s concrete facing,McKay,OR00583,McKay Creek,1923-1927,Gated,1330,https://www.usbr.gov/projects/index.php?id=148
dam_153,McPhee Dam,Colorado,Upper Colorado,Western Colorado Area Office - Durango,Dolores Water Conservancy District,NA,-108.5723876953125,37.57651247047376,Dolores,NA,McPhee,CO82915,Dolores,1983-1984,NA,6936,https://www.usbr.gov/projects/index.php?id=153
dam_154,Medicine Creek Dam,Nebraska,Great Plains,Nebraska-Kansas Area Office,NA,2 mi W. of Cambridge,-100.2167,40.3783,PSMBP-Frenchman-Cambridge,NA,Harry Strunk Lake,NE01073,Medicine Creek,1948-1949,NA,2415,https://www.usbr.gov/projects/index.php?id=154
dam_160,Meeks Cabin Dam,Wyoming,Upper Colorado,Provo Area Office,Bridger Valley Water Conservancy District,NA,-110.57979583740234,41.025328864161786,Lyman,Zoned earth and rockfill,Meeks Cabin,WY01390,Blacks Fork River,1966-1971,NA,8706,https://www.usbr.gov/projects/index.php?id=160
dam_164,Merritt Dam,Nebraska,Great Plains,Nebraska-Kansas Area Office,NA,NA,-100.86936,42.63282,PSMBP-Ainsworth,NA,Merritt,NE01074,Snake River,1961-1964,NA,2956,https://www.usbr.gov/projects/index.php?id=164
dam_303,Middle Cunningham Creek Diversion Dam,Colorado,Great Plains,NA,NA,"5.5 mi E Norrie, CO",-106.332,39.1945,Fryingpan-Arkansas,NA,NA,NA,Cunningham Creek,1976,NA,10055,https://www.usbr.gov/projects/index.php?id=303
dam_304,Midview Dam,Utah,Upper Colorado,Provo Area Office,Moon Lake Water Users Association,"12 Miles east of Duchesne, UT",-110.16456842422485,40.185283218249296,Moon Lake,"Earthfill, rock faced",Midview Reservoir,NA,Offstream,1935-1937,NA,5268,https://www.usbr.gov/projects/index.php?id=304
dam_173,Midway Creek Diversion Dam,Colorado,Great Plains,NA,NA,"7 mi E of Aspen, CO",-106.4123,39.1147,Fryingpan-Arkansas,NA,NA,NA,Midway Creek,1976,NA,10190.2,https://www.usbr.gov/projects/index.php?id=173
dam_177,Miller Diversion Dam,Oregon,Mid-Pacific,NA,NA,8 mi below Gerber Dam,NA,NA,Klamath,NA,NA,NA,Miller Creek,1924,NA,4227,https://www.usbr.gov/projects/index.php?id=177
dam_178,Minatare Dam,Nebraska,Great Plains,Pathfinder Irrigation District,NA,NA,-103.4925,41.9183,North Platte,NA,Lake Minatare,NE01075,Minatare Supply Canal,1912-1915,NA,4140,https://www.usbr.gov/projects/index.php?id=178
dam_181,Minidoka Dam,Idaho,Pacific Northwest,Upper Snake Field Office,Upper Snake Field Office,NA,-113.484177,42.66907,Minidoka,Concrete Gravity / Earthfill,Lake Walcott,ID00275,Snake River,1904-1906,Gated and flashboard section,4250,https://www.usbr.gov/projects/index.php?id=181
dam_186,Monticello Dam,California,Mid-Pacific,Central California Area Office,Solano County Water Agency,NA,-122.104272,38.513335,Solano,Concrete,Lake Berryessa,CA10170,Putah Creek,1953-1957,NA,456,https://www.usbr.gov/projects/index.php?id=186
dam_187,Moon Lake Dam,Utah,Upper Colorado,Provo Area Office,Moon Lake Water Users Association,Uinta Mountains,-110.48898696899414,40.560592955303996,Moon Lake,"Zoned Earthfill, Rock-faced",Moon Lake,UT10128,Lake Fork River,1935-1938,NA,8145,https://www.usbr.gov/projects/index.php?id=187
