br_id,name,overview,url
dam_29,Cold Springs Dam,"Cold Springs Dam is a zoned earthfill type with a structural height of 115 feet and a volume of 793,000 cubic yards. Cold Springs Reservoir is located offstream about 6 miles northeast of Hermiston, Oregon. Water is diverted to the reservoir from the Umatilla River by the Feed Canal Diversion Dam and Canal. The reservoir’s total active capacity is39,260 acre-feet (active38,646 acre-feet). Safety of Dams work in 1994-1995 included the construction of an interceptor trench and drain at the downstream toe of the embankment, a downstream stability berm, extension of the wing dikes, replacement of the spillway with an enlarged roller compacted concrete structure, and a new Feed Canal backflow structure. Geology A few large exposures of basaltic lave bedrock (Columbia River basalt) can be seen on the valley sides downstream from the dam; alluvium and/or windblown silt cover hut throughout most of the area bedrock. The alluvium appears to be chiefly sand, but beds of gravel and numerous cobbles and boulders can be seen at various places.The alluvium is thick, widespread deposit from a tremendous flood, which covered the area in late glacial times.In the spillway area bedrock is exposed only near the downstream end of the chute along the left wall.In this exposure the basalt is rather soft, crumbly and closely jointed. It is not highly resistant to erosion.Small exposures of basalt can be found at several places in the right hillside between the creek and spillway, but no rock was recognized on the right side of the spillway except at the downstream end.In a cliff along the right canyon wall about 300 feet left (east) of the spillway a considerable thickness of hard, fresh highly resistant basalt also occurs.",https://www.usbr.gov/projects/index.php?id=29
dam_30,Como Dam,"Como Dam was completed in 1910 by local irrigators and rehabilitated on its crest and upstream face by the Bureau of Reclamation in 1954. This semi hydraulic earthfill dam at the end of a natural lake is 70 feet high with a crest length of 2,550 feet and contains 1,114,000 cubic yards of earth and rock. In 1976, the district built concrete protection walls on each side of the spillway section up to elevation 4,249.0 feet, the same elevation as the crest of the dam. Under the Safety of Dams Program, designs for the walls were furnished to the district to correct low points in the dam fill adjacent to the spillway. Between 1992 and 1994, major modifications to Como Dam were performed to mitigate concerns associated with seepage and piping, liquidfication during a large seismic event, and overtopping during large floods. During these modifications, the spillway crest was raised to elevation 4246.0 feet increasing the active reservoir capacity from 35,100 acre-feet to 38,500 acre feet. The State of Montana paid for this work and obtained 3,000 acre-feet of capacity for storing water to use in enhancing minimum streamflows in the Bitterroot River.",https://www.usbr.gov/projects/index.php?id=30
dam_32,Conconully Dam,"Conconully Dam is a hydraulic earthfill structure that when completed in 1910 was 70 feet high, and contained 359,000 cubic yards of fill. In 1920, the dam was raised 2.5 feet. Total capacity of the reservoir is 13,000 acre-feet (active 13,000 acre-feet). During 1968-69, the crest of the dam was repaired with new embankment materials and riprap. The old open-chute concrete spillway that had an inadequate capacity of 6,000 cubic feet per second was replaced with a concrete-baffled apron spillway that has a capacity of 11,580 cubic feet per second. Geology Conconully is located in Okanogan Highlands a mountainous district bordered by the Columbia Plateau to the south and the Cascade Mountains to the west, and includes the Colville Mountains which apparently represent a continuation of the higher mountains in British Columbia. The damsite is located in the southern end of the glaciated valley.The effect of the glacial ice was to scour out a depression below the surrounding area much like an enclosed valley.Granite rock generally forms the right wall of the valley; however, at the damsite elevation there exists a short ridge of metamorphic sedimentary rock. The left abutment and left valley wall are formed in metamorphic sedimentary rock. The valley floor is composed of deposited glacial and alluvial materials such as silt, clay, sand and gravel,as well asboulders and blocks of rock.The spillway is located in the rock ridge of the right abutment.The outlet works was excavated through the metamorphic sedimentary rock comprising the left abutment.The rock is gneiss; light to medium gray on a fresh surface it weathers and oxidizes to a grayish brown.The rock is hard where unweathered and moderately jointed.",https://www.usbr.gov/projects/index.php?id=32
dam_34,Contra Loma Dam,"Contra Loma Dam and Reservoir is located in a small off-stream valley on the northeast flank of the Los Medanos Hills, about 2.5 km south of Antioch, California. The Los Medanos Hills consist of a generally north dipping sequence of Tertiary strata on the north margin of the Mt. Diablo uplift, and on the southwestern margin of the Sacramento-San Joaquin Delta. In the vicinity of the dam and reservoir the relief of the rolling hills ranges up to about 200 m. The relief increases rapidly to the west and south and decreases to the north and east in the delta area. In the immediate vicinity of the dam and reservoir the hills are mantled by clayey residual soil, colluvium, and alluvium, and are underlain by a sequence of moderately lithified Tertiary nonmarine and marine sedimentary rocks assigned, in ascending order, to the Eocene Kreyenhagen Formation, the Oligocene Kirker Formation, the Miocene Cierbo Formation, the Mio-Pliocene Neroly Formation, and the Pliocene Wolfskill Formation. The formation contacts generally strike north-northwest east-southeast, and dip to the north at angles up to about 25 degrees. Bedding within these formations is cut by several sets of joints, and locally by minor faults with up to a few feet of offset. The reservoir is in a small valley enclosed between low ridges and rather steep-sided rolling hills which support tall grasses and a sparse growth of trees. Two gentle saddles in the ridge along the east edge of the reservoir required low dikes. Most of the reservoir floor is blanketed by residual clayey soil , accumulations of fine-grained slopewash, and alluvium, except in the central portion where most of the surficial material was removed for use as impervious embankment. The northern (downstream) half of the reservoir is underlain by the Pliocene Wolfskill Formation of poorly lithified claystone, siltstone, and interbedded sandstone. Elsewhere, the marine Mio-Pliocene Neroly Formation of lithified Sandstone and interbedded, moderately lithified, claystone underlies the reservoir. The residual clays (CL-CH) vary in depth from a few inches to nearly 6 feet. The bedrock beneath the soil cover consists of layers of shale, siltstone, and sandstone which trend east-west (nearly parallel to the darn axis) and dip 10 to 25 degrees northward (downstream). Some of the layers air slake when exposed, and some water slake. Other Dams or Dikes which enclose Contra Loma Reservoir: Contra Loma Dike No. 2, Contra Loma Dike No. 3.",https://www.usbr.gov/projects/index.php?id=34
dam_35,Corbett Diversion Dam,"Corbett Diversion Dam is a concrete slab-and-buttress weir, embankment wing located on Shoshone River, 16 miles downstream from Buffalo BIll Dam.",https://www.usbr.gov/projects/index.php?id=35
dam_38,Crane Prairie Dam,"Crane Prairie Dam was built by several local irrigation districts serving lands south of the North Unit, principally the Central Oregon Irrigation District. It is a rockfill timber-crib dam about 2 miles above Wickiup Reservoir on the Deschutes River. By the time work began on the North Unit, the dam had become unsafe and was rehabilitated by the Bureau of Reclamation in 1940. Crane Prairie Dam is an earthfill structure 36 feet high and 284 feet in length at its crest. It contains 30,000 cubic yards of material. The spillway is an uncontrolled weir in the floor of an open cut channel in the left abutment. The reservoir has a total capacity of 55,300 acre-feet (active 55,300 acre-feet). The right wall of the spillway was raised 9 feet in 1992 to enable passage of 60 percent of the probable maximum flood without overtopping the dam. Geology Crane Prairie Dam and reservoir are situated in forest covered volcanic mountains, consisting of buttes, craters and intervening sediment covered basins. The intermittent out-pouring of lava flows and explosive volcanic activity has created very complex geologic situations in local areas. The porous lava flows, breccia, ash and deposits of water lain sediment can be linked to a huge absorptive sponge with local perched or depressed water tables, where lakes and springs have been created at various elevations, according to the rate of inflow or outflow of water as it adjusts to local topographic and geologic conditions. The readjustments of the earth's crust during and following volcanic activity undoubtedly created huge cracks, fissures and faults through which the surface water can be lost or move to lower subsurface elevations.",https://www.usbr.gov/projects/index.php?id=38
dam_39,Crawford Dam,"Crawford Dam is an earthfill structure 162 feet high and 580 feet long, with a volume of 1,006,000 cubic yards. The uncontrolled overflow spillway is in the left abutment of the dam and has a capacity of 1,400 cubic feet per second. The outlet works in the right abutment of the dam carries water through a 34-inch-diameter steel pipe controlled by four 2.25-foot-square high-pressure gates. Maximum discharge capacity to Aspen Canal is 125 cubic feet per second. Crawford Reservoir has a total capacity of 14,395 acre-feet and an active capacity of 14,064 acre-feet. The reservoir has a surface area of 406.2 acres. Geology Crawford Dam is located in a narrow gouge. Dakota sandstone and Mancos shale are exposed on both abutments, which are steep. In the sandstone, a system of strike joints that trend N 15 degrees E is found along the gorge, and these joints have opened up most noticeably where the stream parallels the jointing. The weathered sandstone in some areas of the abutment required as much as 25 feet of excavation before acceptable rock was found. The valley section of Crawford Dam is founded on approximately 65 feet of predominately fine-grained alluvial deposits of silty and sandy clay with a few lenses of sand and gravel and sandstone boulders that accumulated as slope wash from the canyon sides. Logs of preconstruction drill holes in the alluvium (Qal) indicate the clay varies widely in thickness, ranging from less than 5 feet to over 50 feet; there also are a few zones of sand, sand and gravel, and gravel and cobbles, but they do not appear to be connected. Beneath the alluvial deposits are friable-to-well-cemented sandstone with thin interbeds of carbonaceous shale and siltstone of the Dakota Formation. The sandstone is often quite broken and has a conspicuous joint system. Beneath the Dakota Formation is the Morrison Formation which is composed of variegated siltstone and mudstone. Artesian flows of water were encountered in pre-construction drill holes coming from either the contact between the Dakota and Morrison Formations or the alluvial deposits and the underlying Morrison Formation. During construction grouting, drill holes extending to depths of 100 feet (near the top of the Morrison Formation) took as much as 2,200 sacks of cement per hole. Evidence suggests a highly permeable confined or semi-confined aquifer is present in the upper Morrison formation which is locally connected to pockets, lenses, and layers of coarse grained alluvium deposited on the bedrock surface and overlain by clay. The spillway excavation was predominately in the Dakota sandstone. The depth of overburden varied considerably as an old stream channel was found across the spillway alignment. The stilling basin was excavated in mudstone of the Morrison formation. The outlet works tunnel in the right abutment was entirely in the Dakota formation, consisting of friable- to well-cemented sandstone, as well as some thin beds of shale and siltstone, and fractured rock. Prior to construction, it was anticipated that the ground water was trapped water, and the water would drain out when the tunnel was driven. Contrary to anticipations, there was a persistent flow of ground water along the tunnel alignment.",https://www.usbr.gov/projects/index.php?id=39
dam_41,Crystal Dam,"Crystal Dam is located 6 miles downstream from Morrow Point Dam and approximately 20 miles east of Montrose, Colorado. The dam is a double-curvature thin-arch type, 323 feet high, with a crest length of 620 feet, and a volume of 154,400 cubic yards of materials.The spillway consists of an ungated ogee crest on the right side of the dam and a plunge pool at the toe of the dam. The crest is at an elevation of 6,756.0 feet, 1 foot above normal water surface. The plunge pool is unlined except for a downstream retaining wall to contain the river fill material.Water is conveyed from the reservoir to the hydraulic turbine by an 11.5-foot-diameter concrete penstock, the lower portion of which is steel lined. The intake structure consists of a metal trashrack, a 10.58- by 17.27-foot bulkhead gate, an 8.33- by 13.58-foot fixed-wheel gate, and a transition. The fixed-wheel gate is provided for emergency closure and for inspection and maintenance of the penstock. Water from the turbine exits through the draft tube to the tailrace.The river outlets consist of an intake structure on the upstream face of the dam and two 54-inch pipes through the dam and powerplant. The 54-inch ring-follower emergency gates and 48-inch jet-flow regulating gates in the powerplant control outlet flows. The intake structure includes a metal trashrack, a concrete arch conduit to convey water to the 54-inch pipes, and provisions for installing a bulkhead gate. The Morrow Point Dam river outlet bulkhead gate can be used to close off the outlet pipes for inspection or maintenance.The reservoir has a total capacity of 25,236 acre-feet and an active capacity of 12,891 acre-feet at an elevation of 6,700 ft, with a surface area of 301 acres.The powerplant, completed in 1978, has a generating capacity of 28,000 kilowatts from one unit driven by a 39,000-horsepower hydraulic turbine. It is connected to the main CRSP transmission system at the Curecanti substation by a 115-kilovolt line.Geology Foundation: Precambrian metamorphic rocks intruded by pegmatite dikes.",https://www.usbr.gov/projects/index.php?id=41
dam_277,Culbertson Diversion Dam,"The Culbertson Diversion Dam is a concrete structure containing two 14- by 9.5-foot radial-type spillway gates and a 30-inch-diameter bypass conduit. The canal headworks is a concrete structure containing two 10- by 6-foot radial gates and a spillway stilling basin. The diversion capacity required is 400 cubic feet per second at water surface elevation 2740.2. The spillway gates are designed for a capacity of 1,250 cubic feet per second, at water surface elevation 2741.0 and tailwater at elevation 2737.0. The remainder of the flood will flow over the wasteway and low-lying flood plain to the south of the main channel and will re-enter the main channel downstream from the diversion dam. The 30-inch bypass conduit is required to meet downstream water needs and to assist in sluicing deposited material through the dam. The canal is 27.3 miles long.",https://www.usbr.gov/projects/index.php?id=277
dam_44,Currant Creek Dam,The Strawberry Aqueduct & Collection System diverts flows from Rock Creek and eight other Duchesne River tributaries through approximately 40 miles of tunnels and aqueducts for storage in Strawberry Reservoir. Upper Stillwater Reservoir serves as a regulating reservoir at the beginning of the Strawberry Aqueduct to provide temporary storage of high spring flows. Currant Creek Reservoir diverts water from Currant Creek and five of its smaller tributaries into the aqueduct.,https://www.usbr.gov/projects/index.php?id=44
dam_70,Davis Creek Dam,"Davis Creek Dam is located in the loessial hills of central Nebraska within the Great Plains phsiographic province. Bedrock at the damsite is the Ogallala Formation, which is an old alluvial fan that extends from the Rocky Mountains. Overlying the Ogallala Formation are fluvial sands that represent stream deposits of one or more interglacial time periods. Overlying these deposits are the Loveland Transition which represents the gradual changes from a fluvial to eolian Loveland and Peorian Loesses, respectively. These geologic units mantel the reservoir area above the drainage floor area. Within the drainage floor area are the Valley Fill and Upland Valley Alluvium, which consist of reworked loess.",https://www.usbr.gov/projects/index.php?id=70
dam_47,Davis Dam,"Davis Dam spans the Colorado River in Pyramid Canyon 67 miles downstream from Hoover Dam and 88 miles upstream from Parker Dam. The Mexican Treaty of 1944 required the United States to construct Davis Dam for regulation of water to be delivered to Mexico. The reservoir formed by the dam, Lake Mohave, is used for that purpose through integrated operations of Hoover and Davis Powerplants. Davis Dam, rising 200 feet above the lowest point of the foundation and about 140 feet above the level of the river, is a zoned earthfill structure with concrete spillway, intake structure, and powerplant. It has a crest length of 1,600 feet, and a top width of 50 feet. Its reservoir, Lake Mohave, has a total storage capacity of 1,818,300 acre-feet, and at maximum capacity extends 67 miles upstream to the tailrace of the Hoover Powerplant. Almost 5 million cubic yards of rock and earth were excavated to form the diversion and forebay channel and foundations for the dam, spillway and intake structures, and powerplant. More than 3,642,000 cubic yards of earth and rockfill were required to form the dam, and about 600,000 cubic yards of concrete and 23 million pounds of reinforcing steel were placed in the spillway, powerplant, and other structures. The semi-outdoor type Davis Powerplant is on the Arizona side of the river immediately downstream from the dam embankment. Water is delivered from the forebay to the powerplant through five 22-foot-diameter penstocks. The plant's nameplate capacity is 240 megawatts.",https://www.usbr.gov/projects/index.php?id=47
dam_11,Deadwood Dam,"Deadwood Dam is located in west-central Idaho on the Deadwood River about 25 miles above its confluence with the South Fork of the Payette River and about 90 miles above Black Canyon Diversion Dam. The damsite is located in a narrow canyon where the Deadwood River has cut into granite bedrock, approximately 53 miles northeast of Boise, Idaho. The dam lies on the western slope of the Sawtooth Mountains with elevations in the basin varying from 5311 feet by the dam to about 8,696 feet at Price Peak. Deadwood Reservoir is three and one half miles long and covers 3,180 acres. Deadwood Dam is a concrete-arch structure with a structural height of 165 feet and a total capacity of 154,000 acre-feet, providing a regulated flow for the powerplant at Black Canyon Diversion Dam and for irrigation in the Payette Division and Emmett Irrigation District. Geology Foundation: Hard, sound granite, massive at left abutment and fissured with sheet and block joints at right abutment. Two tightly filled fault-zone seams cross foundation on right side.",https://www.usbr.gov/projects/index.php?id=11
dam_75,Deaver Dam,"Deaver Dam is located in the northwestern Bighorn Basin in a small basin between Sage and Polecat Creeks, tributaries of the Bighorn River. The foundation of Deaver Dam consists of late Cretaceous Shale overlain by Quaternary pediment deposits. The pediment deposits consist of gravel with some sand, silt and gravel mostly unlithified, but locally cemented by caliche. The gravels contain subangular to subrounded pebbles and some cobbles. Thickness of gravels at the damsite is not known, but Cody Shale is exposed nearby along the reservoir. The Cody Shale contains buff sandy shale and thinly laminated buff sandstone, moderately lithified. These beds dip about 5 degrees southwest.",https://www.usbr.gov/projects/index.php?id=75
dam_76,Deer Creek Dam,"Deer Creek Dam is located on the Provo River about 16 miles northeast of Provo, Utah. It is a zoned earthfill structure 235 feet high with a crest length of 1,304 feet. The dam contains 2,810,000 cubic yards of material and forms a reservoir of 152,570 acre-foot capacity. The spillway is a concrete chute at the right abutment controlled by two radial gates. The capacity of the spillway is 12,000 cubic feet per second. The outlet works through the left abutment is a concrete-lined tunnel from the trashrack to the gate chamber, from which two steel pipes lead to the powerplant. Releases are controlled by two tube valves. The outlet works has a capacity of 1,500 cubic feet per second. Geology The dam and outlet works tunnel are founded in limestone, shaley limestone, and quartzose sandstone of the Pennsylvanian Oquirrh Formation. Rock units dip upstream at 30 degrees. Alluvial deposits up to 86 feet deep underlie the shells of the dam and spillway. A positive cutoff was achieved by excavation a cutoff trench through the river alluvium, grouting the foundation rock, and constructing a concrete cutoff wall. The rock was fractured, but no faults were found in the foundation. An additional shallow cutoff trench was excavated beneath the zone 2 downstream of the core to remove a 4-to15-foot-thick sequence of clay and organic material.",https://www.usbr.gov/projects/index.php?id=76
dam_13,Deer Flat Lower Embankment,"Lake Lowell, originally known as Deer Flat Reservoir, is an offstream reservoir formed by three earthfill dams enclosing a natural depression southwest of Nampa, Idaho. These three dams are the Upper, Middle (Forest Dam), and Lower Embankments. A fourth embankment called the East (Roadway Dike) is to protect farmsteads on the eastern end of the reservoir when the reservoir is full. The reservoir is filled primarily during the non-irrigation season by diversions at the Boise River Diversion Dam and conveyance through the New York Canal which discharges into the eastern (upper) end of Lake Lowell. The Upper Embankment on the north side of the reservoir is65 feet high and has two outlets; near the right abutment is the Deer Flat Nampa Canal (100 cubic feet per second) and near the left abutment is the Deer Flat Caldwell Canal (70 cubic feet per second). The Lower Embankment at the west end of the reservoir is 41 feet high. The Deer Flat Low Line Canal (1,200 cubic feet per second) outlets are on the left abutment and the Deer Flat North Canal (70 cubic feet per second) outlets are on the right abutment. The Middle Embankment, which has no outlets, is 12.7 feet high and helps to close the reservoir near the Lower Embankment. It has been referred to as an emergency spillway; however, no slope protection is provided for this purpose. Because ofsafety concerns at the Upper and Lower Embankments, the maximum water level was reduced by 5 feet in 1989 while plans were prepared to address remedial actions. Major modifications were made to the Upper and Lower Embankments from 1991 to 1993. Further, in 1996 an upstream seepage blanket was constructed at the right abutment of the Upper Embankment to address seepage in this area. These activities were accomplished under Reclamation’s Safety of Dams Program. A Safety of Dams modification was also performed in 2008-2009. The modifications involved the complete replacement of the Caldwell Canal outlet works structure including the intake tower and access bridge, gate and operator, the entire length of conduit, and the placement of a circumferential filter around the downstream section of new conduit. In addition, the downstream section of the Nampa Canal outlet works conduit was replaced with a new section of conduit incorporating a downstream circumferential filter. The original total storage capacity of Lake Lowell was 190,000 acre-feet (active 169,000 acre-feet). A sedimentation survey conducted in 1994 estimated the reservoir’s total storage capacity at 173,000 acre-feet (active 159,400 acre-feet). Geology Deer Flat Reservoir (Lake Lowell) is an off stream storage site that was created by damming three low areas in a natural broad channel. The natural channel is probably an old drainage way or glacial flood channel. The dams and reservoir are located within a large alluvial filled basin, which is underlain by hundreds of meters on unconsolidated to slightly consolidated sediments. Most of the sediments are fluvial but some are lacustrine in origin. In some parts of the basin there are intercalated basaltic lava flows. The formation directly underlying the damsite is called the Caldwell-Nampa sediments of the Pleistocene age. This formation, which is up to 15m (50ft) thick, is described as unconsolidated layers and lenses of clay, silt, sand and gravel. Beneath the Caldwell-Nampa sediments, and outcropping in some places near the reservoir, is the Ten-Mile Gravel Formation which is described as up to 152m (500ft) of poorly consolidated silt, sand, gravel and cobbles. Overlying these sediments are scattered, recent thin deposits of sand, gravel and windblown silt. Other Dams or Dikes which enclose Lake Lowell -Deer Flat Dams consist of four earthen embankments at separate locations forming the offstream Lake Lowell Reservoir -1) Deer Flat Upper Embankment, 2) Deer Flat Lower Embankment, 3) Deer Flat MiddleEmbankment, and4) Deer Flat East Dike.",https://www.usbr.gov/projects/index.php?id=13
dam_14,Deer Flat Middle Embankment,"Lake Lowell, originally known as Deer Flat Reservoir, is an offstream reservoir formed by three earthfill dams enclosing a natural depression southwest of Nampa, Idaho. These three dams are the Upper, Middle (Forest Dam), and Lower Embankments. A fourth embankment called the East (Roadway Dike) is to protect farmsteads on the eastern end of the reservoir when the reservoir is full. The reservoir is filled primarily during the non-irrigation season by diversions at the Boise River Diversion Dam and conveyance through the New York Canal which discharges into the eastern (upper) end of Lake Lowell. The Upper Embankment on the north side of the reservoir is65 feet high and has two outlets; near the right abutment is the Deer Flat Nampa Canal (100 cubic feet per second) and near the left abutment is the Deer Flat Caldwell Canal (70 cubic feet per second). The Lower Embankment at the west end of the reservoir is 41 feet high. The Deer Flat Low Line Canal (1,200 cubic feet per second) outlets are on the left abutment and the Deer Flat North Canal (70 cubic feet per second) outlets are on the right abutment. The Middle Embankment, which has no outlets, is 12.7 feet high and helps to close the reservoir near the Lower Embankment. It has been referred to as an emergency spillway; however, no slope protection is provided for this purpose. Because ofsafety concerns at the Upper and Lower Embankments, the maximum water level was reduced by 5 feet in 1989 while plans were prepared to address remedial actions. Major modifications were made to the Upper and Lower Embankments from 1991 to 1993. Further, in 1996 an upstream seepage blanket was constructed at the right abutment of the Upper Embankment to address seepage in this area. These activities were accomplished under Reclamation’s Safety of Dams Program. A Safety of Dams modification was also performed in 2008-2009. The modifications involved the complete replacement of the Caldwell Canal outlet works structure including the intake tower and access bridge, gate and operator, the entire length of conduit, and the placement of a circumferential filter around the downstream section of new conduit. In addition, the downstream section of the Nampa Canal outlet works conduit was replaced with a new section of conduit incorporating a downstream circumferential filter. The original total storage capacity of Lake Lowell was 190,000 acre-feet (active 169,000 acre-feet). A sedimentation survey conducted in 1994 estimated the reservoir’s total storage capacity at 173,000 acre-feet (active 159,400 acre-feet). Geology Deer Flat Reservoir (Lake Lowell) is an off stream storage site that was created by damming three low areas in a natural broad channel. The natural channel is probably an old drainage way or glacial flood channel. The dams and reservoir are located within a large alluvial filled basin, which is underlain by hundreds of meters on unconsolidated to slightly consolidated sediments. Most of the sediments are fluvial but some are lacustrine in origin. In some parts of the basin there are intercalated basaltic lava flows. The formation directly underlying the damsite is called the Caldwell-Nampa sediments of the Pleistocene age. This formation, which is up to 15m (50ft) thick, is described as unconsolidated layers and lenses of clay, silt, sand and gravel. Beneath the Caldwell-Nampa sediments, and outcropping in some places near the reservoir, is the Ten-Mile Gravel Formation which is described as up to 152m (500ft) of poorly consolidated silt, sand, gravel and cobbles. Overlying these sediments are scattered, recent thin deposits of sand, gravel and windblown silt. Other Dams or Dikes which enclose Lake Lowell -Deer Flat Dams consist of four earthen embankments at separate locations forming the offstream Lake Lowell Reservoir -1) Deer Flat Upper Embankment, 2) Deer Flat Lower Embankment, 3) Deer Flat MiddleEmbankment, and4) Deer Flat East Dike.",https://www.usbr.gov/projects/index.php?id=14
dam_15,Deer Flat Upper Embankment,"Lake Lowell, originally known as Deer Flat Reservoir, is an offstream reservoir formed by three earthfill dams enclosing a natural depression southwest of Nampa, Idaho. These three dams are the Upper, Middle (Forest Dam), and Lower Embankments. A fourth embankment called the East (Roadway Dike) is to protect farmsteads on the eastern end of the reservoir when the reservoir is full. The reservoir is filled primarily during the non-irrigation season by diversions at the Boise River Diversion Dam and conveyance through the New York Canal which discharges into the eastern (upper) end of Lake Lowell. The Upper Embankment on the north side of the reservoir is65 feet high and has two outlets; near the right abutment is the Deer Flat Nampa Canal (100 cubic feet per second) and near the left abutment is the Deer Flat Caldwell Canal (70 cubic feet per second). The Lower Embankment at the west end of the reservoir is 41 feet high. The Deer Flat Low Line Canal (1,200 cubic feet per second) outlets are on the left abutment and the Deer Flat North Canal (70 cubic feet per second) outlets are on the right abutment. The Middle Embankment, which has no outlets, is 12.7 feet high and helps to close the reservoir near the Lower Embankment. It has been referred to as an emergency spillway; however, no slope protection is provided for this purpose. Because ofsafety concerns at the Upper and Lower Embankments, the maximum water level was reduced by 5 feet in 1989 while plans were prepared to address remedial actions. Major modifications were made to the Upper and Lower Embankments from 1991 to 1993. Further, in 1996 an upstream seepage blanket was constructed at the right abutment of the Upper Embankment to address seepage in this area. These activities were accomplished under Reclamation’s Safety of Dams Program. A Safety of Dams modification was also performed in 2008-2009. The modifications involved the complete replacement of the Caldwell Canal outlet works structure including the intake tower and access bridge, gate and operator, the entire length of conduit, and the placement of a circumferential filter around the downstream section of new conduit. In addition, the downstream section of the Nampa Canal outlet works conduit was replaced with a new section of conduit incorporating a downstream circumferential filter. The original total storage capacity of Lake Lowell was 190,000 acre-feet (active 169,000 acre-feet). A sedimentation survey conducted in 1994 estimated the reservoir’s total storage capacity at 173,000 acre-feet (active 159,400 acre-feet). Geology Deer Flat Reservoir (Lake Lowell) is an off stream storage site that was created by damming three low areas in a natural broad channel. The natural channel is probably an old drainage way or glacial flood channel. The dams and reservoir are located within a large alluvial filled basin, which is underlain by hundreds of meters on unconsolidated to slightly consolidated sediments. Most of the sediments are fluvial but some are lacustrine in origin. In some parts of the basin there are intercalated basaltic lava flows. The formation directly underlying the damsite is called the Caldwell-Nampa sediments of the Pleistocene age. This formation, which is up to 15m (50ft) thick, is described as unconsolidated layers and lenses of clay, silt, sand and gravel. Beneath the Caldwell-Nampa sediments, and outcropping in some places near the reservoir, is the Ten-Mile Gravel Formation which is described as up to 152m (500ft) of poorly consolidated silt, sand, gravel and cobbles. Overlying these sediments are scattered, recent thin deposits of sand, gravel and windblown silt. Other Dams or Dikes which enclose Lake Lowell -Deer Flat Dams consist of four earthen embankments at separate locations forming the offstream Lake Lowell Reservoir -1) Deer Flat Upper Embankment, 2) Deer Flat Lower Embankment, 3) Deer Flat MiddleEmbankment, and4) Deer Flat East Dike.",https://www.usbr.gov/projects/index.php?id=15
dam_100,Deerfield Dam,"Deerfield Dam is located within the Precambrian core in the southeastern portion of the Black Hills Uplift. It is situated between two bluffs composed primarily of steeply dipping phyllite and quartz mica schist. The structural attitude of the bedding and scistosity indicate that the site is located near the plunging crest of an overturned major fold. Change in foliation trends at the site indicate that Precambrian folding and faulting on a minor have also occurred. The foliation or schistosity tends to parallel the hillside on the left abutment and dips obliquely upstream across the dam into the right abutment. Because weathering tends to follow down the foliation planes, rock on the left abutment was found to be generally hard, moderately fractured and had shallow weathering, while rock through the stream channel and the right abutment was highly fractured and weathered to depths in excess of 30 feet. The original valley floor consisted of an organic silt about 4 feet thick overlying 10 to 15 feet of water-bearing sand and gravel.",https://www.usbr.gov/projects/index.php?id=100
dam_77,Derby Diversion Dam,"Derby Dam is a diversion dam on the Truckee River, located between Reno and Fernley in Storey and Washoe counties in the U.S. state of Nevada. It diverts water that would otherwise feed Pyramid Lake into the Carson River watershed for irrigation use. In doing so, Winnemucca Lake lost inflow and dried up. It is operated by the Truckee-Carson Irrigation District. The dam was named after the Derby Southern Pacific Railroad station. The project was authorized by Ethan A. Hitchcock and built in 1903, it was listed on the National Register of Historic Places in 1978 as the ""Derby Diversion Dam."" The dam was constructed for the U.S. Bureau of Reclamation following an authorization for construction issued on March 14, 1903. Construction commenced on October 2, 1903 and was completed on May 20, 1905.",https://www.usbr.gov/projects/index.php?id=77
dam_78,Dickinson Dam,"Bedrock underlying Dickinson Dam and appurtenant structures is the Sentinel Butte Formation of Paleocene age. It is a deltaic deposit composed primarily of fine-grained sandstone, siltstone, shales and lignite beds. Locally overlying the Sentinel Butt are undifferentiated Pleistocene terrace deposits. They range in composition from silty sand to sandy gravel and can be distinguished from other deposits by their coarse texture, color and rich calcareous content. Terrace deposits covered the bedrock over approximately one-half of the auxiliary spillway area prior to excavation. Topsoil in the area ranges from 0.3 to 5.8 feet deep with an average depth of approximately 2.0 feet. It generally consists of fine silty sand, silty sand and clayey sand.",https://www.usbr.gov/projects/index.php?id=78
dam_61,Dille Diversion Dam,"The Big Thompson Dam exists on the Big Thompson River west of Loveland, Colorado. Although ""Big Thompson"" was its original name, the small diversion dam has since been renamed the ""Dille Diverision Dam."" The purpose of Dille is to divert water from the Big Thompson River through the foothills less than a mile for delivery into the Charles Hansen Feeder Canal. From there, the water is dropped back to the river via the Big Thompson Power Plant for additional hydro-electric power generation. In all, water diverted at Dille is only ""borrowed"" from the last mile of the river as it winds down the canyon. What makes Dille unique is that it provides extra flexibility in overall operations of the C-BT Project. Project water can be re-routed down the Big Thompson Canyon and captured at Dille to be brought back into the project, if needed.",https://www.usbr.gov/projects/index.php?id=61
