br_id,name,history,plan,url
plant_522,Glen Canyon Powerplant,"Generator uprating for Units 1 through 7 were completed between 1984 and 1987 and Unit 8 was uprated in 1997.  Each of the eight generators is rated at a capacity 165,000 kW.  The unit circuit breakers were replaced in 2000. The Congress authorized construction of four storage units in the Colorado River Storage Project and 11 participating projects on April 11, 1956, under Public Law 485, 84th Congress, 70 Stat. 105. Additional projects have been added since the original legislation was adopted. The Colorado River Storage Project provides for the comprehensive development of the Upper Colorado River Basin. The project furnishes the long-time regulatory storage needed to permit States in the upper basin to meet their flow obligation at Lees Ferry, Arizona, (as defined in the Colorado River Compact) and still use their apportioned water.","Generator uprating for Units 1 through 7 were completed between 1984 and 1987 and Unit 8 was uprated in 1997.  Each of the eight generators is rated at a capacity 165,000 kW.  The unit circuit breakers were replaced in 2000. The Congress authorized construction of four storage units in the Colorado River Storage Project and 11 participating projects on April 11, 1956, under Public Law 485, 84th Congress, 70 Stat. 105. Additional projects have been added since the original legislation was adopted. The Colorado River Storage Project provides for the comprehensive development of the Upper Colorado River Basin. The project furnishes the long-time regulatory storage needed to permit States in the upper basin to meet their flow obligation at Lees Ferry, Arizona, (as defined in the Colorado River Compact) and still use their apportioned water.",https://www.usbr.gov/projects/index.php?id=522
plant_523,Glendo Powerplant,"Construction of Glendo Dam and Power Plant began in 1954 and was completed in 1958. The plant had an original installed capacity of 24,000 kilowatts and was uprated between 1980-84 to its present installed capacity of 38,000 kilowatts by replacing turbines and windings. The Glendo Unit is a multi-purpose project. The unit furnishes a maximum of 40,000 acre-feet of water annually from Glendo Reservoir for irrigation in Wyoming and Nebraska. Glendo and Fremont Canyon Power plants supply electrical power to Wyoming, Colorado, and Nebraska. The unit provides irrigation, power generation, flood control, fish and wildlife enhancement, recreation, sediment retention, and pollution abatement. It also improves the quality of municipal and industrial water supply in the North Platte River Valley between Gray Reef Dam and Glendo Reservoir. The Glendo Unit of the Pick-Sloan Missouri Basin Project was authorized by the Flood Control Act of December 22, 1944, Public Law 534, which approved the general plan set forth in Senate Document 191, as revised and coordinated by Senate Document 247, 78th Congress, 2d Session. The project was reauthorized by Public Law 503, 83d Congress, on July 16, 1954.","Construction of Glendo Dam and Power Plant began in 1954 and was completed in 1958. The plant had an original installed capacity of 24,000 kilowatts and was uprated between 1980-84 to its present installed capacity of 38,000 kilowatts by replacing turbines and windings. The Glendo Unit is a multi-purpose project. The unit furnishes a maximum of 40,000 acre-feet of water annually from Glendo Reservoir for irrigation in Wyoming and Nebraska. Glendo and Fremont Canyon Power plants supply electrical power to Wyoming, Colorado, and Nebraska. The unit provides irrigation, power generation, flood control, fish and wildlife enhancement, recreation, sediment retention, and pollution abatement. It also improves the quality of municipal and industrial water supply in the North Platte River Valley between Gray Reef Dam and Glendo Reservoir. The Glendo Unit of the Pick-Sloan Missouri Basin Project was authorized by the Flood Control Act of December 22, 1944, Public Law 534, which approved the general plan set forth in Senate Document 191, as revised and coordinated by Senate Document 247, 78th Congress, 2d Session. The project was reauthorized by Public Law 503, 83d Congress, on July 16, 1954.",https://www.usbr.gov/projects/index.php?id=523
plant_526,Grand Coulee Powerplant,"Construction of the original project started in 1933 and was completed in 1941. The first power was generated in 1941 and the last of the original 18 units (Right and Left Powerhouses) began production in 1950. Pumping for irrigation commenced in 1951. Six pumps (P-1 through P-6) were installed from 1951 to 1953. In addition, six pump-generators were installed from the mid-1970`s (P/G-7 and P/G-8) to the early 1980s (P/G-9 through P/G-12). Construction of the Third Power Plant and Forebay Dam commenced in 1967 with the first unit (G-19) commissioned in 1975 and the last (G-24) in 1980. The 18 original generators in the Right and Left Powerhouses have had the stator windings replaced increasing the rating from the original 108,000 kW to 125,000 kW. The last three generators in the Third Power Plant (G-22, G-23, and G-24) had their stators and cores replaced increasing their rating from 700 MW to 805 MW at 825.6 MVA and power factor of 0.975. All banks of the original transformers in the Left Powerhouse have been replaced with the ratings increased to between129,000 and 150,000 kilovolt amperes. Turbine runners for units G-1 through G-18 were replaced between 2000 to 2010. Project Authorization The Columbia Basin Project began with fund allocation for Grand Coulee Dam pursuant to the National Industrial Recovery Act of June 16, 1933. The project was specifically authorized for construction by the Rivers and Harbors Act approved August 30, 1935. The Columbia Basin Project Act of March 10, 1943 (57 Stat. 14), reauthorized the project, bringing it under the provisions of the Reclamation Project Act of 1939. Construction of the Third Power Plant was authorized by Public Law 89-448 (80 Stat.200) dated June 14, 1966, as amended by Public Law 89-561 (80 Stat. 714) dated September 7, 1966.","Construction of the original project started in 1933 and was completed in 1941. The first power was generated in 1941 and the last of the original 18 units (Right and Left Powerhouses) began production in 1950. Pumping for irrigation commenced in 1951. Six pumps (P-1 through P-6) were installed from 1951 to 1953. In addition, six pump-generators were installed from the mid-1970`s (P/G-7 and P/G-8) to the early 1980s (P/G-9 through P/G-12). Construction of the Third Power Plant and Forebay Dam commenced in 1967 with the first unit (G-19) commissioned in 1975 and the last (G-24) in 1980. The 18 original generators in the Right and Left Powerhouses have had the stator windings replaced increasing the rating from the original 108,000 kW to 125,000 kW. The last three generators in the Third Power Plant (G-22, G-23, and G-24) had their stators and cores replaced increasing their rating from 700 MW to 805 MW at 825.6 MVA and power factor of 0.975. All banks of the original transformers in the Left Powerhouse have been replaced with the ratings increased to between129,000 and 150,000 kilovolt amperes. Turbine runners for units G-1 through G-18 were replaced between 2000 to 2010. Project Authorization The Columbia Basin Project began with fund allocation for Grand Coulee Dam pursuant to the National Industrial Recovery Act of June 16, 1933. The project was specifically authorized for construction by the Rivers and Harbors Act approved August 30, 1935. The Columbia Basin Project Act of March 10, 1943 (57 Stat. 14), reauthorized the project, bringing it under the provisions of the Reclamation Project Act of 1939. Construction of the Third Power Plant was authorized by Public Law 89-448 (80 Stat.200) dated June 14, 1966, as amended by Public Law 89-561 (80 Stat. 714) dated September 7, 1966.",https://www.usbr.gov/projects/index.php?id=526
plant_528,Green Mountain Powerplant,"The water and power control center for Colorado-Big Thompson Project's reservoirs, power plants, and transmission lines in Wyoming, Colorado, and western Nebraska is at the project headquarters in Loveland, Colorado. This Western Division of the Missouri River Basin is an interconnected system of 15 Reclamation power plants. The President approved the Secretary of the Interior's finding of feasibility on December 21, 1937. The Colorado-Big Thompson Project is one of the largest and most complex natural resource developments undertaken by Reclamation. It consists of over 100 structures integrated into a transmountain water diversion system through which multiple benefits are provided to the people. The project spreads over approximately 250 miles in Colorado. It stores, regulates, and diverts water from the Colorado River on the western slope of the Continental Divide to the eastern slope of the Rocky Mountains. It provides supplemental water for irrigation of about 720,000 acres of land, municipal and industrial use, hydroelectric power, and water-oriented recreation opportunities.","The water and power control center for Colorado-Big Thompson Project's reservoirs, power plants, and transmission lines in Wyoming, Colorado, and western Nebraska is at the project headquarters in Loveland, Colorado. This Western Division of the Missouri River Basin is an interconnected system of 15 Reclamation power plants. The President approved the Secretary of the Interior's finding of feasibility on December 21, 1937. The Colorado-Big Thompson Project is one of the largest and most complex natural resource developments undertaken by Reclamation. It consists of over 100 structures integrated into a transmountain water diversion system through which multiple benefits are provided to the people. The project spreads over approximately 250 miles in Colorado. It stores, regulates, and diverts water from the Colorado River on the western slope of the Continental Divide to the eastern slope of the Rocky Mountains. It provides supplemental water for irrigation of about 720,000 acres of land, municipal and industrial use, hydroelectric power, and water-oriented recreation opportunities.",https://www.usbr.gov/projects/index.php?id=528
plant_534,Green Springs Powerplant,"The Green Springs Powerplant was placed in service in 1960 and has helped meet expanding power demands in southern Oregon and northern California. Revenues have contributed significantly to the repayment of construction costs of the Talent Division. The generator was rewound and the switchyard rehabilitated in 1993. Project Authorization Congress authorized the Talent Division of the Rogue River Project in Public Law 606, 83d Congress, 2d Session, approved August 20, 1954, (68 Stat. 752).","The Green Springs Powerplant was placed in service in 1960 and has helped meet expanding power demands in southern Oregon and northern California. Revenues have contributed significantly to the repayment of construction costs of the Talent Division. The generator was rewound and the switchyard rehabilitated in 1993. Project Authorization Congress authorized the Talent Division of the Rogue River Project in Public Law 606, 83d Congress, 2d Session, approved August 20, 1954, (68 Stat. 752).",https://www.usbr.gov/projects/index.php?id=534
plant_535,Guernsey Powerplant,"Construction of Guernsey Power Plant began in 1925 and was completed in 1928. The original installed capacity of the plant was 4,800 kilowatts. The plant was uprated between 1992 and 1994 through replacement of the generator windings to its current installed capacity of 6,400 kilowatts. The North Platte Project provides full service irrigation for about 226,000 acres. The North Platte River, fed by many mountain streams rising in the Rocky Mountains of Colorado and Wyoming, is the most important river in southeastern Wyoming and western Nebraska. Its waters are stored and used for irrigation and power development. The Secretary of the Interior authorized the project on March 14, 1903. The President approved the Guernsey Dam and Power Plant on April 30, 1925 as a part of the North Platte Project, which was originally called the Sweetwater Project.","Construction of Guernsey Power Plant began in 1925 and was completed in 1928. The original installed capacity of the plant was 4,800 kilowatts. The plant was uprated between 1992 and 1994 through replacement of the generator windings to its current installed capacity of 6,400 kilowatts. The North Platte Project provides full service irrigation for about 226,000 acres. The North Platte River, fed by many mountain streams rising in the Rocky Mountains of Colorado and Wyoming, is the most important river in southeastern Wyoming and western Nebraska. Its waters are stored and used for irrigation and power development. The Secretary of the Interior authorized the project on March 14, 1903. The President approved the Guernsey Dam and Power Plant on April 30, 1925 as a part of the North Platte Project, which was originally called the Sweetwater Project.",https://www.usbr.gov/projects/index.php?id=535
plant_537,Heart Mountain Powerplant,"Construction of the power plant was completed in 1947. The plant, which was originally built to be a temporary plant, was rewound in 1992. The Secretary of the Interior authorized the project on February 10, 1904, under authority of the Reclamation Act of June 17, 1902. The Secretary authorized Heart Mountain power development on June 19, 1945, under the provisions of the Reclamation Project Act of 1939. Floodwaters of the Shoshone River are stored in Buffalo Bill Reservoir for later release for irrigation and power generation. Power is developed at the Shoshone, Heart Mountain, Buffalo Bill, and Spirit Mountain Power plants. The system is interconnected with the West Division of the Pick-Sloan Missouri Basin Program.","Construction of the power plant was completed in 1947. The plant, which was originally built to be a temporary plant, was rewound in 1992. The Secretary of the Interior authorized the project on February 10, 1904, under authority of the Reclamation Act of June 17, 1902. The Secretary authorized Heart Mountain power development on June 19, 1945, under the provisions of the Reclamation Project Act of 1939. Floodwaters of the Shoshone River are stored in Buffalo Bill Reservoir for later release for irrigation and power generation. Power is developed at the Shoshone, Heart Mountain, Buffalo Bill, and Spirit Mountain Power plants. The system is interconnected with the West Division of the Pick-Sloan Missouri Basin Program.",https://www.usbr.gov/projects/index.php?id=537
plant_540,Hoover Powerplant,The Boulder Canyon Project Adjustment Act of 1940 authorized the Secretary of the Interior to promulgate and implement charges for electrical energy generated at Hoover Powerplant. This Act further specified how the revenues resulting from Hoover energy sales were to be applied. The Hoover Powerplant Act of 1984 authorized the uprating of the 17 main generating units and the construction of additional visitor facilities and parking structures and the Hoover Dam bypass bridge. It also changed the funding source from Congressional Appropriations to an Available Receipts Fund (a quasi-revolving fund). The uprating of the units was accomplished through non-Federal funds advanced by 11 power customers.,The Boulder Canyon Project Adjustment Act of 1940 authorized the Secretary of the Interior to promulgate and implement charges for electrical energy generated at Hoover Powerplant. This Act further specified how the revenues resulting from Hoover energy sales were to be applied. The Hoover Powerplant Act of 1984 authorized the uprating of the 17 main generating units and the construction of additional visitor facilities and parking structures and the Hoover Dam bypass bridge. It also changed the funding source from Congressional Appropriations to an Available Receipts Fund (a quasi-revolving fund). The uprating of the units was accomplished through non-Federal funds advanced by 11 power customers.,https://www.usbr.gov/projects/index.php?id=540
plant_548,Hungry Horse Powerplant,"Hungry Horse Project creates power benefits that extend from the Continental Divide westward to the Pacific Ocean. The principal power benefit from the project arises from its ability to store water through the spring flood season for later release. The generating units were uprated and overhauled during the period 1990-1993. Capacity of each unit went from 71,250 kW to 107,000 kW. Conversion work for remote operation began in 1994. The switchyard was rebuilt in 1995 and a penstock selective withdrawal system was also installed in 1995. Project Authorization The Congress authorized construction of Hungry Horse Dam under Public Law 329, 78th Congress, 2d Session, approved June 5, 1944 (58 Stat. 270).","Hungry Horse Project creates power benefits that extend from the Continental Divide westward to the Pacific Ocean. The principal power benefit from the project arises from its ability to store water through the spring flood season for later release. The generating units were uprated and overhauled during the period 1990-1993. Capacity of each unit went from 71,250 kW to 107,000 kW. Conversion work for remote operation began in 1994. The switchyard was rebuilt in 1995 and a penstock selective withdrawal system was also installed in 1995. Project Authorization The Congress authorized construction of Hungry Horse Dam under Public Law 329, 78th Congress, 2d Session, approved June 5, 1944 (58 Stat. 270).",https://www.usbr.gov/projects/index.php?id=548
plant_532,Judge Francis Carr Powerplant,Judge Francis Carr was originally designated Clear Creek Powerplant. The units were uprated in 1984. Generation of power from water exported from the Trinity River Basin. Turbine replacement feasibility study starts in 2003. Plant power production has a degree of fluctuation from tunnel wall organic and mineral coating. Trinity County has first preference to the power benefit for the Central Valley Project from the Judge Francis Carr Powerplant.,Judge Francis Carr was originally designated Clear Creek Powerplant. The units were uprated in 1984. Generation of power from water exported from the Trinity River Basin. Turbine replacement feasibility study starts in 2003. Plant power production has a degree of fluctuation from tunnel wall organic and mineral coating. Trinity County has first preference to the power benefit for the Central Valley Project from the Judge Francis Carr Powerplant.,https://www.usbr.gov/projects/index.php?id=532
plant_579,Keswick Powerplant,"Keswick Dam is a 157-foot-high concrete gravity dam, with a crest length of 1,046 feet, constructed nine miles downstream from Shasta Dam on the Sacramento River. Keswick Dam acts as an afterbay dam controlling river fluctuations from the Shasta Powerplant. Water released from Shasta Dam downstream to the Keswick Reservoir is stored for release through Keswick Dam and Powerplant. With steady releases from Keswick Dam, managers are able to regulate the flows of the Sacramento River downstream. Keswick Power Plant has three generators with a rated capacity of 105 megawatts.; the units were uprated in 1992.","Keswick Dam is a 157-foot-high concrete gravity dam, with a crest length of 1,046 feet, constructed nine miles downstream from Shasta Dam on the Sacramento River. Keswick Dam acts as an afterbay dam controlling river fluctuations from the Shasta Powerplant. Water released from Shasta Dam downstream to the Keswick Reservoir is stored for release through Keswick Dam and Powerplant. With steady releases from Keswick Dam, managers are able to regulate the flows of the Sacramento River downstream. Keswick Power Plant has three generators with a rated capacity of 105 megawatts.; the units were uprated in 1992.",https://www.usbr.gov/projects/index.php?id=579
plant_555,Kortes Powerplant,"Unit 2 was rewound in 1973. Units 1 and 3 were rewound in 1985. The three unit power transformers were replaced under a single contract in 1999, 2000 and 2001. The Kortes power development, Pick-Sloan Missouri Basin Program was found feasible by the Secretary of the Interior as a supplement to the Kendrick Project on November 26, 1941. However, it was authorized by the Flood Control Act of December 22, 1944, Public Law 534, which approved the general plan set forth in Senate Document 191, as revised and coordinated by Senate Document 247, 78th Congress, 2d Session. Maximum benefits are obtained when Kortes Reservoir remains full and the power releases are coordinated with those from the Seminoe plant. The Seminoe and Kortes facilities are controlled from the Casper Control Center.","Unit 2 was rewound in 1973. Units 1 and 3 were rewound in 1985. The three unit power transformers were replaced under a single contract in 1999, 2000 and 2001. The Kortes power development, Pick-Sloan Missouri Basin Program was found feasible by the Secretary of the Interior as a supplement to the Kendrick Project on November 26, 1941. However, it was authorized by the Flood Control Act of December 22, 1944, Public Law 534, which approved the general plan set forth in Senate Document 191, as revised and coordinated by Senate Document 247, 78th Congress, 2d Session. Maximum benefits are obtained when Kortes Reservoir remains full and the power releases are coordinated with those from the Seminoe plant. The Seminoe and Kortes facilities are controlled from the Casper Control Center.",https://www.usbr.gov/projects/index.php?id=555
plant_557,Lewiston Powerplant,"Lewiston Powerplant is operated in conjunction with the spillway gates to maintain the minimum flow in the Trinity River downstream of the dam. The turbine is normally set at maximum output with the spillway gates adjusted to regulate river flow. It provides power to the adjacent fish hatchery. Lewiston Dam is a zoned earthfill structure 91 feet high and 25 feet wide at the crest. The crest is 754 feet long. Transmission lines were constructed and operated by the Bureau of Reclamation until October 1, 1977, when they were transferred to the Western Area Power Administration, Department of Energy. The powerplant originally served hatchery loads and station service requirements for Trinity and Judge Francis Carr Powerplants. Administration of the contract was transferred to Western in 1977 and the interconnection contract with Pacific Gas and Electric was canceled in 1989. A new interconnection contract was signed in 1990.","Lewiston Powerplant is operated in conjunction with the spillway gates to maintain the minimum flow in the Trinity River downstream of the dam. The turbine is normally set at maximum output with the spillway gates adjusted to regulate river flow. It provides power to the adjacent fish hatchery. Lewiston Dam is a zoned earthfill structure 91 feet high and 25 feet wide at the crest. The crest is 754 feet long. Transmission lines were constructed and operated by the Bureau of Reclamation until October 1, 1977, when they were transferred to the Western Area Power Administration, Department of Energy. The powerplant originally served hatchery loads and station service requirements for Trinity and Judge Francis Carr Powerplants. Administration of the contract was transferred to Western in 1977 and the interconnection contract with Pacific Gas and Electric was canceled in 1989. A new interconnection contract was signed in 1990.",https://www.usbr.gov/projects/index.php?id=557
plant_558,Lower Molina Powerplant,"In fiscal year 1992 the unit control system was upgraded. Lower Molina Powerplant installed the UPS system, static exciter, SCADA, and Sy/Max 400 PLC. This reconfigured the plant from local operation to remote. A plant water flow meter was installed in 2001. A new generator circuit breaker and a battery monitoring system were installed in 2002. Lower Molina was shut down during part of the 2002 water year so water could be delivered to a canal at the upper plant. Overall generation from the plant was affected because of the lack of water. A new governor, unit protection and unit control was installed in 2003. The Congress authorized the Collbran Project July 3, 1952, under Public Law 445, 82nd Congress, 2nd Session. The project also rehabilitated and modified the operation of 15 small privately owned storage reservoirs on the Grand Mesa in the Cottonwood Creek and Big Creek watersheds. These reservoirs provide water for power generation through exchanging storage water on Grand Mesa for irrigation water from Vega Reservoir. Both the Lower Molina and Upper Molina Powerplants are operated in conjunction with Colorado River Storage Project power operations. The Collbran Project, in west-central Colorado, developed a major part of the unused water in Plateau Creek and its principal tributaries. Supplemental irrigation service is furnished and electrical energy is generated for use in west-central Colorado.","In fiscal year 1992 the unit control system was upgraded. Lower Molina Powerplant installed the UPS system, static exciter, SCADA, and Sy/Max 400 PLC. This reconfigured the plant from local operation to remote. A plant water flow meter was installed in 2001. A new generator circuit breaker and a battery monitoring system were installed in 2002. Lower Molina was shut down during part of the 2002 water year so water could be delivered to a canal at the upper plant. Overall generation from the plant was affected because of the lack of water. A new governor, unit protection and unit control was installed in 2003. The Congress authorized the Collbran Project July 3, 1952, under Public Law 445, 82nd Congress, 2nd Session. The project also rehabilitated and modified the operation of 15 small privately owned storage reservoirs on the Grand Mesa in the Cottonwood Creek and Big Creek watersheds. These reservoirs provide water for power generation through exchanging storage water on Grand Mesa for irrigation water from Vega Reservoir. Both the Lower Molina and Upper Molina Powerplants are operated in conjunction with Colorado River Storage Project power operations. The Collbran Project, in west-central Colorado, developed a major part of the unused water in Plateau Creek and its principal tributaries. Supplemental irrigation service is furnished and electrical energy is generated for use in west-central Colorado.",https://www.usbr.gov/projects/index.php?id=558
plant_561,Marys Lake Powerplant,"The water and power control center for Colorado-Big Thompson Project's reservoirs, power plants, and transmission lines in Wyoming, Colorado, and western Nebraska is at the project headquarters in Loveland, Colorado. This Western Division of the Missouri River Basin is an interconnected system of 15 Reclamation power plants. The Secretary's finding of feasibility was approved by the President on December 21, 1937. The Colorado-Big Thompson Project is one of the largest and most complex natural resource developments undertaken by Reclamation. It consists of over 100 structures integrated into a transmountain water diversion system through which multiple benefits are provided to the people. The project spreads over approximately 250 miles in the State of Colorado. It stores, regulates, and diverts water from the Colorado River on the western slope of the Continental Divide to the eastern slope of the Rocky Mountains. It provides supplemental water for irrigation of about 720,000 acres of land, municipal and industrial use, hydroelectric power, and water-oriented recreation opportunities.","The water and power control center for Colorado-Big Thompson Project's reservoirs, power plants, and transmission lines in Wyoming, Colorado, and western Nebraska is at the project headquarters in Loveland, Colorado. This Western Division of the Missouri River Basin is an interconnected system of 15 Reclamation power plants. The Secretary's finding of feasibility was approved by the President on December 21, 1937. The Colorado-Big Thompson Project is one of the largest and most complex natural resource developments undertaken by Reclamation. It consists of over 100 structures integrated into a transmountain water diversion system through which multiple benefits are provided to the people. The project spreads over approximately 250 miles in the State of Colorado. It stores, regulates, and diverts water from the Colorado River on the western slope of the Continental Divide to the eastern slope of the Rocky Mountains. It provides supplemental water for irrigation of about 720,000 acres of land, municipal and industrial use, hydroelectric power, and water-oriented recreation opportunities.",https://www.usbr.gov/projects/index.php?id=561
plant_563,McPhee Powerplant *,"The powerplant is operated and maintained under a contract with the Dolores Water Conservancy District. The powerplant was out of service from September 1994 to January 1997 due to a turbine problem. The Congress authorized the Dolores Project under the Colorado River Basin Act of September 30, 1968 (Public Law 90-537), as a participating project under the Colorado River Storage Project Act of April 11, 1956 (Public Law 84-485). The Dolores Project, located in the Dolores and San Juan River Basins in southwestern Colorado, develops water from the Dolores River for irrigation, municipal and industrial use, recreation, fish and wildlife, and production of hydroelectric power. It also provides flood control and aids economic redevelopment. Powerplants are located on McPhee Dam and the Towaoc Canal to generate an annual average of 36,578,000 kilowatt-hours, which enters the Colorado River Storage Project power transmission system. The McPhee Dam facility operates year-round on fishery releases from McPhee Reservoir.","The powerplant is operated and maintained under a contract with the Dolores Water Conservancy District. The powerplant was out of service from September 1994 to January 1997 due to a turbine problem. The Congress authorized the Dolores Project under the Colorado River Basin Act of September 30, 1968 (Public Law 90-537), as a participating project under the Colorado River Storage Project Act of April 11, 1956 (Public Law 84-485). The Dolores Project, located in the Dolores and San Juan River Basins in southwestern Colorado, develops water from the Dolores River for irrigation, municipal and industrial use, recreation, fish and wildlife, and production of hydroelectric power. It also provides flood control and aids economic redevelopment. Powerplants are located on McPhee Dam and the Towaoc Canal to generate an annual average of 36,578,000 kilowatt-hours, which enters the Colorado River Storage Project power transmission system. The McPhee Dam facility operates year-round on fishery releases from McPhee Reservoir.",https://www.usbr.gov/projects/index.php?id=563
plant_565,Minidoka Powerplant,"The combined generation capacity of all four units is 28.5 megawatts, with a combined flow of 8670 cubic feet per second. Minidoka Dam was originally designed and constructed without a powerplant and was completed in 1907. The powerplant (and three pumping plants) was added later (1909-1910) to allow water to be delivered to lands which could not be fed by gravity irrigation. The concrete buttress section of the dam forms the upstream structure of the original powerplant. The powerplant could only use a fraction of the water that passed through the dam, so Unit 6 was added in 1927 to allow commercial sales of power in excess of project needs. Unit 7 was added in 1942 to help feed the public`s growing thirst for electric power. In September 1995, the five original units were retired and Units 6 and 7 were rebuilt. Units 8 and 9 were added in 1997 at Minidoka Dam with the building of the Minidoka Replacement (now Allen E. Inman) Powerplant. The original powerplant building continues to house units 6 and 7. The Secretary of the Department of the Interior authorized the Minidoka Project on April 23, 1904. The Upper Snake River storage was authorized by a finding of feasibility by the Secretary of the Interior and approved by the President on September 20, 1935. Natural flow of the Snake River and some of its tributaries and water stored in the reservoirs at Jackson Lake, Grassy Lake, Island Park, American Falls, and Lake Walcott are delivered at numerous diversion points to irrigation districts, American Falls Reservoir District, and Warren Act contractors. Much of the power developed on the project is used for pumping water to lands lying above the gravity canals and for pumping drainage water.","The combined generation capacity of all four units is 28.5 megawatts, with a combined flow of 8670 cubic feet per second. Minidoka Dam was originally designed and constructed without a powerplant and was completed in 1907. The powerplant (and three pumping plants) was added later (1909-1910) to allow water to be delivered to lands which could not be fed by gravity irrigation. The concrete buttress section of the dam forms the upstream structure of the original powerplant. The powerplant could only use a fraction of the water that passed through the dam, so Unit 6 was added in 1927 to allow commercial sales of power in excess of project needs. Unit 7 was added in 1942 to help feed the public`s growing thirst for electric power. In September 1995, the five original units were retired and Units 6 and 7 were rebuilt. Units 8 and 9 were added in 1997 at Minidoka Dam with the building of the Minidoka Replacement (now Allen E. Inman) Powerplant. The original powerplant building continues to house units 6 and 7. The Secretary of the Department of the Interior authorized the Minidoka Project on April 23, 1904. The Upper Snake River storage was authorized by a finding of feasibility by the Secretary of the Interior and approved by the President on September 20, 1935. Natural flow of the Snake River and some of its tributaries and water stored in the reservoirs at Jackson Lake, Grassy Lake, Island Park, American Falls, and Lake Walcott are delivered at numerous diversion points to irrigation districts, American Falls Reservoir District, and Warren Act contractors. Much of the power developed on the project is used for pumping water to lands lying above the gravity canals and for pumping drainage water.",https://www.usbr.gov/projects/index.php?id=565
plant_567,Morrow Point Powerplant,"The generators were up rated from 60,000 kW to 86,667 kW in 1992 and 1993. Replaced the three single-phase transformers in FY-1996 and the 230 kilovolt cable in FY-1998. Also replaced the unit circuit breakers in FY-1992. In 2002, surge arresters were replaced in switchyard for new 230Kv underground cable and new governors were installed. In addition, cleaned trash racks and dredged river in 2002.  In 2003 additional river material was removed.  Guard Rail installed on access road to top of Dam in 2004. Replaced powerplant and transformer duplex strainers, replaced UPS system and Battery chargers for powerplant in 2005. The Congress authorized construction of four storage units in the Colorado River Storage Project and 11 participating projects on April 11, 1956, under Public Law 485, 84th Congress, 70 Stat. 105. Additional projects have been added since the original legislation was adopted. The Colorado River Storage Project provides for the comprehensive development of the Upper Colorado River Basin. The project furnishes the long-time regulatory storage needed to permit States in the upper basin to meet their flow obligation at Lees Ferry, Arizona, as defined in the Colorado River Compact and still use their apportioned water.","The generators were up rated from 60,000 kW to 86,667 kW in 1992 and 1993. Replaced the three single-phase transformers in FY-1996 and the 230 kilovolt cable in FY-1998. Also replaced the unit circuit breakers in FY-1992. In 2002, surge arresters were replaced in switchyard for new 230Kv underground cable and new governors were installed. In addition, cleaned trash racks and dredged river in 2002.  In 2003 additional river material was removed.  Guard Rail installed on access road to top of Dam in 2004. Replaced powerplant and transformer duplex strainers, replaced UPS system and Battery chargers for powerplant in 2005. The Congress authorized construction of four storage units in the Colorado River Storage Project and 11 participating projects on April 11, 1956, under Public Law 485, 84th Congress, 70 Stat. 105. Additional projects have been added since the original legislation was adopted. The Colorado River Storage Project provides for the comprehensive development of the Upper Colorado River Basin. The project furnishes the long-time regulatory storage needed to permit States in the upper basin to meet their flow obligation at Lees Ferry, Arizona, as defined in the Colorado River Compact and still use their apportioned water.",https://www.usbr.gov/projects/index.php?id=567
plant_568,Mount Elbert Powerplant,"Normal operations since completion in 1981. The Congress authorized the Fryingpan-Arkansas Project under Public Law 87-590 (77 Stat. 393), signed by the President on August 16, 1962. The Fryingpan-Arkansas Project is a multi-purpose transmountain diversion development in southeastern Colorado. It makes possible an average annual diversion of 69,200 acre-feet of surplus water from the Fryingpan River and other tributaries of the Roaring Fork River on the western slope of the Rocky Mountains to the Arkansas River on the eastern slope.","Normal operations since completion in 1981. The Congress authorized the Fryingpan-Arkansas Project under Public Law 87-590 (77 Stat. 393), signed by the President on August 16, 1962. The Fryingpan-Arkansas Project is a multi-purpose transmountain diversion development in southeastern Colorado. It makes possible an average annual diversion of 69,200 acre-feet of surplus water from the Fryingpan River and other tributaries of the Roaring Fork River on the western slope of the Rocky Mountains to the Arkansas River on the eastern slope.",https://www.usbr.gov/projects/index.php?id=568
plant_569,New Melones Powerplant,"In November 1979, the New Melones Unit, East Side Division, was officially transferred to Reclamation from the U.S. Army Corps of Engineers by Public Law 87-874. The two irrigation districts that built the original Melones Dam own and operate the downstream Goodwin Diversion Dam, which diverts Stanislaus River water into the district’s canal, and Tulloch Dam, Reservoir and Powerplant, located immediately downstream from New Melones Dam. Tulloch Reservoir provides afterbay storage for reregulating power releases from New Melones Powerplant under a contract between Reclamation and the two districts. The powerplant has a generating capacity of 322,596,000 kWh.","In November 1979, the New Melones Unit, East Side Division, was officially transferred to Reclamation from the U.S. Army Corps of Engineers by Public Law 87-874. The two irrigation districts that built the original Melones Dam own and operate the downstream Goodwin Diversion Dam, which diverts Stanislaus River water into the district’s canal, and Tulloch Dam, Reservoir and Powerplant, located immediately downstream from New Melones Dam. Tulloch Reservoir provides afterbay storage for reregulating power releases from New Melones Powerplant under a contract between Reclamation and the two districts. The powerplant has a generating capacity of 322,596,000 kWh.",https://www.usbr.gov/projects/index.php?id=569
